NEXTFLEX_ID,Nextera_i7,seqlev,hamming
UDI0353,v2_Ad2.66,3,3
UDI0294,v2_Ad2.47,6,7
UDI0327,v2_Ad2.2,3,7
UDI0334,v2_Ad2.29,4,6
UDI0371,v2_Ad2.4,4,6
UDI0314,v2_Ad2.47,4,7
UDI0338,v2_Ad2.13,4,7
UDI0320,v2_Ad2.42,4,4
UDI0348,v2_Ad2.3,5,6
UDI0380,v2_Ad2.15,5,6
UDI0340,v2_Ad2.53,3,6
UDI0334,v2_Ad2.10,5,7
UDI0330,v2_Ad2.63,2,5
UDI0334,v2_Ad2.35,5,5
UDI0330,v2_Ad2.71,3,6
UDI0317,v2_Ad2.12,6,6
UDI0332,v2_Ad2.8,4,6
UDI0304,v2_Ad2.58,5,6
UDI0343,v2_Ad2.59,4,6
UDI0316,v2_Ad2.63,4,5
UDI0365,v2_Ad2.84,3,5
UDI0381,v2_Ad2.91,5,6
UDI0340,v2_Ad2.13,4,4
UDI0366,v2_Ad2.53,3,8
UDI0377,v2_Ad2.35,4,8
UDI0327,v2_Ad2.93,6,8
UDI0338,v2_Ad2.82,5,5
UDI0350,v2_Ad2.35,5,6
UDI0348,v2_Ad2.87,5,5
UDI0308,v2_Ad2.52,4,7
UDI0354,v2_Ad2.36,4,6
UDI0305,v2_Ad2.56,5,5
UDI0359,v2_Ad2.26,2,3
UDI0317,v2_Ad2.91,4,8
UDI0373,v2_Ad2.18,5,6
UDI0330,v2_Ad2.9,5,8
UDI0323,v2_Ad2.46,4,8
UDI0326,v2_Ad2.1,2,5
UDI0331,v2_Ad2.32,3,5
UDI0290,v2_Ad2.91,4,5
UDI0352,v2_Ad2.75,6,7
UDI0336,v2_Ad2.44,4,7
UDI0307,v2_Ad2.81,3,5
UDI0365,v2_Ad2.3,5,6
UDI0292,v2_Ad2.58,5,5
UDI0302,v2_Ad2.54,4,8
UDI0320,v2_Ad2.87,5,6
UDI0376,v2_Ad2.86,4,5
UDI0309,v2_Ad2.15,3,7
UDI0378,v2_Ad2.33,5,5
UDI0373,v2_Ad2.7,4,7
UDI0363,v2_Ad2.17,4,6
UDI0328,v2_Ad2.78,5,7
UDI0321,v2_Ad2.84,5,8
UDI0366,v2_Ad2.21,4,5
UDI0382,v2_Ad2.43,5,5
UDI0312,v2_Ad2.52,5,5
UDI0335,v2_Ad2.89,5,7
UDI0341,v2_Ad2.12,5,6
UDI0374,v2_Ad2.84,4,7
UDI0348,v2_Ad2.13,4,7
UDI0350,v2_Ad2.45,4,5
UDI0297,v2_Ad2.27,4,6
UDI0362,v2_Ad2.79,4,8
UDI0290,v2_Ad2.94,4,7
UDI0326,v2_Ad2.84,3,5
UDI0324,v2_Ad2.58,4,5
UDI0382,v2_Ad2.33,3,6
UDI0341,v2_Ad2.17,3,4
UDI0369,v2_Ad2.50,5,6
UDI0297,v2_Ad2.39,5,7
UDI0340,v2_Ad2.7,4,8
UDI0334,v2_Ad2.72,4,5
UDI0358,v2_Ad2.15,5,5
UDI0325,v2_Ad2.75,5,5
UDI0309,v2_Ad2.81,4,6
UDI0318,v2_Ad2.10,4,5
UDI0371,v2_Ad2.67,3,7
UDI0323,v2_Ad2.24,5,7
UDI0343,v2_Ad2.1,4,7
UDI0329,v2_Ad2.80,4,8
UDI0383,v2_Ad2.42,5,7
UDI0291,v2_Ad2.72,4,7
UDI0334,v2_Ad2.46,5,5
UDI0309,v2_Ad2.22,4,6
UDI0350,v2_Ad2.18,4,4
UDI0378,v2_Ad2.88,5,6
UDI0333,v2_Ad2.41,4,5
UDI0345,v2_Ad2.80,5,6
UDI0360,v2_Ad2.39,4,6
UDI0379,v2_Ad2.55,3,5
UDI0337,v2_Ad2.72,3,7
UDI0311,v2_Ad2.19,4,8
UDI0338,v2_Ad2.65,4,4
UDI0298,v2_Ad2.8,6,6
UDI0294,v2_Ad2.40,5,7
UDI0306,v2_Ad2.3,5,6
UDI0303,v2_Ad2.77,4,7
UDI0318,v2_Ad2.9,4,7
UDI0297,v2_Ad2.38,4,5
UDI0376,v2_Ad2.11,5,6
UDI0294,v2_Ad2.28,4,6
UDI0300,v2_Ad2.12,4,6
UDI0369,v2_Ad2.48,4,8
UDI0291,v2_Ad2.20,4,6
UDI0308,v2_Ad2.78,5,8
UDI0328,v2_Ad2.76,4,7
UDI0329,v2_Ad2.20,3,3
UDI0378,v2_Ad2.36,4,6
UDI0349,v2_Ad2.37,5,5
UDI0380,v2_Ad2.16,4,5
UDI0299,v2_Ad2.13,4,6
UDI0318,v2_Ad2.5,5,7
UDI0297,v2_Ad2.28,4,6
UDI0324,v2_Ad2.55,4,7
UDI0384,v2_Ad2.77,4,5
UDI0360,v2_Ad2.69,4,7
UDI0354,v2_Ad2.72,3,7
UDI0378,v2_Ad2.35,4,4
UDI0326,v2_Ad2.67,4,6
UDI0322,v2_Ad2.57,6,7
UDI0348,v2_Ad2.34,5,6
UDI0298,v2_Ad2.21,5,8
UDI0309,v2_Ad2.96,4,6
UDI0295,v2_Ad2.75,5,7
UDI0297,v2_Ad2.74,5,6
UDI0345,v2_Ad2.79,4,5
UDI0352,v2_Ad2.69,5,6
UDI0363,v2_Ad2.13,4,7
UDI0313,v2_Ad2.17,4,5
UDI0299,v2_Ad2.47,5,7
UDI0347,v2_Ad2.45,6,8
UDI0322,v2_Ad2.18,4,7
UDI0300,v2_Ad2.32,4,4
UDI0340,v2_Ad2.71,5,5
UDI0355,v2_Ad2.33,4,5
UDI0334,v2_Ad2.86,3,6
UDI0330,v2_Ad2.69,5,7
UDI0366,v2_Ad2.9,4,8
UDI0292,v2_Ad2.34,6,7
UDI0317,v2_Ad2.21,6,7
UDI0299,v2_Ad2.49,3,4
UDI0313,v2_Ad2.48,4,4
UDI0374,v2_Ad2.69,5,7
UDI0313,v2_Ad2.61,3,5
UDI0341,v2_Ad2.69,5,6
UDI0326,v2_Ad2.76,3,6
UDI0320,v2_Ad2.71,3,6
UDI0333,v2_Ad2.21,3,7
UDI0360,v2_Ad2.9,4,8
UDI0338,v2_Ad2.93,6,8
UDI0301,v2_Ad2.70,5,6
UDI0316,v2_Ad2.96,5,7
UDI0331,v2_Ad2.23,4,5
UDI0335,v2_Ad2.32,4,6
UDI0379,v2_Ad2.7,5,6
UDI0372,v2_Ad2.53,3,7
UDI0371,v2_Ad2.87,5,6
UDI0351,v2_Ad2.96,4,7
UDI0347,v2_Ad2.17,5,5
UDI0310,v2_Ad2.34,4,7
UDI0332,v2_Ad2.21,4,7
UDI0376,v2_Ad2.7,4,4
UDI0365,v2_Ad2.47,5,7
UDI0376,v2_Ad2.94,5,6
UDI0302,v2_Ad2.65,4,6
UDI0301,v2_Ad2.46,4,7
UDI0330,v2_Ad2.68,4,5
UDI0381,v2_Ad2.42,5,5
UDI0367,v2_Ad2.36,4,5
UDI0316,v2_Ad2.82,4,5
UDI0301,v2_Ad2.67,3,7
UDI0326,v2_Ad2.56,3,3
UDI0369,v2_Ad2.29,5,7
UDI0296,v2_Ad2.7,4,6
UDI0294,v2_Ad2.95,5,7
UDI0374,v2_Ad2.39,4,5
UDI0360,v2_Ad2.27,5,5
UDI0382,v2_Ad2.68,4,7
UDI0352,v2_Ad2.46,5,7
UDI0355,v2_Ad2.77,5,5
UDI0298,v2_Ad2.54,5,7
UDI0350,v2_Ad2.23,3,6
UDI0349,v2_Ad2.1,4,7
UDI0347,v2_Ad2.52,5,6
UDI0379,v2_Ad2.83,4,5
UDI0305,v2_Ad2.11,4,7
UDI0381,v2_Ad2.83,4,6
UDI0318,v2_Ad2.79,4,7
UDI0357,v2_Ad2.18,3,5
UDI0290,v2_Ad2.67,4,5
UDI0327,v2_Ad2.73,5,6
UDI0323,v2_Ad2.53,4,8
UDI0313,v2_Ad2.82,4,6
UDI0366,v2_Ad2.41,5,7
UDI0323,v2_Ad2.3,4,5
UDI0314,v2_Ad2.7,5,6
UDI0334,v2_Ad2.39,4,6
UDI0317,v2_Ad2.62,4,5
UDI0356,v2_Ad2.50,5,6
UDI0338,v2_Ad2.60,4,7
UDI0337,v2_Ad2.28,5,6
UDI0319,v2_Ad2.1,2,4
UDI0292,v2_Ad2.64,4,6
UDI0349,v2_Ad2.20,4,6
UDI0345,v2_Ad2.56,3,5
UDI0379,v2_Ad2.25,4,8
UDI0358,v2_Ad2.75,4,6
UDI0315,v2_Ad2.17,5,7
UDI0299,v2_Ad2.4,4,6
UDI0318,v2_Ad2.89,5,8
UDI0368,v2_Ad2.54,3,7
UDI0319,v2_Ad2.8,5,7
UDI0317,v2_Ad2.57,4,6
UDI0315,v2_Ad2.11,6,7
UDI0332,v2_Ad2.56,5,5
UDI0335,v2_Ad2.31,3,4
UDI0308,v2_Ad2.25,4,5
UDI0322,v2_Ad2.82,5,5
UDI0294,v2_Ad2.58,4,5
UDI0315,v2_Ad2.21,5,8
UDI0334,v2_Ad2.3,3,6
UDI0313,v2_Ad2.94,4,5
UDI0364,v2_Ad2.17,4,4
UDI0332,v2_Ad2.2,5,7
UDI0339,v2_Ad2.82,4,4
UDI0306,v2_Ad2.6,4,4
UDI0303,v2_Ad2.71,5,7
UDI0363,v2_Ad2.70,5,5
UDI0323,v2_Ad2.28,4,5
UDI0307,v2_Ad2.58,4,4
UDI0291,v2_Ad2.39,3,7
UDI0299,v2_Ad2.7,5,5
UDI0310,v2_Ad2.21,5,6
UDI0359,v2_Ad2.15,3,4
UDI0310,v2_Ad2.87,4,7
UDI0292,v2_Ad2.78,4,7
UDI0343,v2_Ad2.24,5,6
UDI0299,v2_Ad2.18,5,6
UDI0354,v2_Ad2.82,3,5
UDI0320,v2_Ad2.77,4,7
UDI0371,v2_Ad2.49,5,6
UDI0306,v2_Ad2.12,4,7
UDI0357,v2_Ad2.43,4,5
UDI0384,v2_Ad2.53,4,7
UDI0352,v2_Ad2.76,3,8
UDI0309,v2_Ad2.43,4,5
UDI0368,v2_Ad2.64,5,7
UDI0313,v2_Ad2.79,4,6
UDI0375,v2_Ad2.17,4,5
UDI0302,v2_Ad2.25,5,6
UDI0289,v2_Ad2.41,4,5
UDI0377,v2_Ad2.11,4,4
UDI0327,v2_Ad2.43,4,4
UDI0324,v2_Ad2.11,2,4
UDI0321,v2_Ad2.61,5,7
UDI0355,v2_Ad2.24,5,5
UDI0380,v2_Ad2.94,4,5
UDI0315,v2_Ad2.68,4,4
UDI0346,v2_Ad2.94,5,5
UDI0328,v2_Ad2.80,4,8
UDI0375,v2_Ad2.64,6,6
UDI0379,v2_Ad2.84,4,7
UDI0371,v2_Ad2.69,5,5
UDI0345,v2_Ad2.81,4,6
UDI0333,v2_Ad2.38,4,4
UDI0349,v2_Ad2.45,5,7
UDI0353,v2_Ad2.47,3,6
UDI0294,v2_Ad2.70,5,6
UDI0337,v2_Ad2.35,4,6
UDI0315,v2_Ad2.95,5,6
UDI0367,v2_Ad2.3,5,7
UDI0330,v2_Ad2.61,5,6
UDI0290,v2_Ad2.27,3,6
UDI0382,v2_Ad2.16,5,5
UDI0295,v2_Ad2.88,6,7
UDI0299,v2_Ad2.37,4,5
UDI0382,v2_Ad2.66,3,5
UDI0344,v2_Ad2.69,4,7
UDI0367,v2_Ad2.5,5,8
UDI0326,v2_Ad2.81,5,8
UDI0303,v2_Ad2.67,4,6
UDI0316,v2_Ad2.58,5,6
UDI0331,v2_Ad2.38,4,7
UDI0362,v2_Ad2.32,4,8
UDI0317,v2_Ad2.42,4,5
UDI0321,v2_Ad2.64,5,7
UDI0320,v2_Ad2.10,5,7
UDI0375,v2_Ad2.16,4,6
UDI0315,v2_Ad2.15,5,8
UDI0377,v2_Ad2.17,6,8
UDI0341,v2_Ad2.11,4,6
UDI0362,v2_Ad2.51,5,7
UDI0332,v2_Ad2.46,5,6
UDI0346,v2_Ad2.92,4,6
UDI0339,v2_Ad2.87,4,7
UDI0376,v2_Ad2.58,3,4
UDI0332,v2_Ad2.51,4,4
UDI0372,v2_Ad2.44,5,8
UDI0307,v2_Ad2.56,5,6
UDI0356,v2_Ad2.79,4,4
UDI0313,v2_Ad2.58,4,4
UDI0361,v2_Ad2.70,4,4
UDI0383,v2_Ad2.51,4,4
UDI0378,v2_Ad2.32,3,8
UDI0342,v2_Ad2.17,6,7
UDI0363,v2_Ad2.22,5,6
UDI0295,v2_Ad2.1,4,4
UDI0349,v2_Ad2.96,3,5
UDI0355,v2_Ad2.82,4,4
UDI0332,v2_Ad2.85,4,5
UDI0377,v2_Ad2.75,4,8
UDI0382,v2_Ad2.91,3,6
UDI0320,v2_Ad2.84,4,6
UDI0297,v2_Ad2.64,5,6
UDI0310,v2_Ad2.22,4,5
UDI0351,v2_Ad2.23,4,7
UDI0295,v2_Ad2.22,4,6
UDI0289,v2_Ad2.22,3,7
UDI0311,v2_Ad2.21,4,8
UDI0319,v2_Ad2.59,5,8
UDI0331,v2_Ad2.64,6,7
UDI0342,v2_Ad2.10,4,5
UDI0308,v2_Ad2.83,4,7
UDI0326,v2_Ad2.61,3,5
UDI0329,v2_Ad2.29,3,5
UDI0342,v2_Ad2.41,3,4
UDI0361,v2_Ad2.10,5,7
UDI0383,v2_Ad2.73,5,7
UDI0347,v2_Ad2.11,3,6
UDI0381,v2_Ad2.41,5,5
UDI0312,v2_Ad2.55,5,6
UDI0299,v2_Ad2.75,5,6
UDI0289,v2_Ad2.35,5,7
UDI0300,v2_Ad2.66,4,4
UDI0362,v2_Ad2.74,4,8
UDI0324,v2_Ad2.66,5,6
UDI0357,v2_Ad2.53,3,7
UDI0370,v2_Ad2.78,5,5
UDI0383,v2_Ad2.13,5,5
UDI0382,v2_Ad2.36,5,6
UDI0366,v2_Ad2.89,4,6
UDI0313,v2_Ad2.2,4,7
UDI0357,v2_Ad2.45,5,6
UDI0378,v2_Ad2.85,3,3
UDI0370,v2_Ad2.80,4,5
UDI0289,v2_Ad2.69,5,7
UDI0296,v2_Ad2.13,5,5
UDI0335,v2_Ad2.55,5,8
UDI0378,v2_Ad2.71,4,7
UDI0314,v2_Ad2.53,5,6
UDI0310,v2_Ad2.10,5,7
UDI0312,v2_Ad2.91,4,4
UDI0317,v2_Ad2.73,2,5
UDI0312,v2_Ad2.2,4,7
UDI0289,v2_Ad2.44,4,5
UDI0353,v2_Ad2.39,4,7
UDI0362,v2_Ad2.18,5,7
UDI0307,v2_Ad2.88,4,6
UDI0341,v2_Ad2.10,4,7
UDI0368,v2_Ad2.83,5,7
UDI0345,v2_Ad2.69,4,8
UDI0380,v2_Ad2.80,5,8
UDI0303,v2_Ad2.43,4,7
UDI0290,v2_Ad2.70,4,6
UDI0328,v2_Ad2.48,4,7
UDI0344,v2_Ad2.32,4,4
UDI0367,v2_Ad2.42,5,5
UDI0331,v2_Ad2.24,5,7
UDI0381,v2_Ad2.22,6,7
UDI0362,v2_Ad2.23,4,4
UDI0377,v2_Ad2.90,4,6
UDI0333,v2_Ad2.13,5,5
UDI0338,v2_Ad2.17,5,7
UDI0360,v2_Ad2.32,2,5
UDI0309,v2_Ad2.48,4,7
UDI0382,v2_Ad2.17,4,4
UDI0307,v2_Ad2.21,4,6
UDI0358,v2_Ad2.1,5,6
UDI0312,v2_Ad2.63,4,5
UDI0350,v2_Ad2.9,4,7
UDI0347,v2_Ad2.10,5,5
UDI0381,v2_Ad2.1,5,5
UDI0325,v2_Ad2.23,5,6
UDI0340,v2_Ad2.59,4,7
UDI0289,v2_Ad2.68,4,6
UDI0358,v2_Ad2.19,4,7
UDI0328,v2_Ad2.18,6,6
UDI0362,v2_Ad2.80,3,5
UDI0317,v2_Ad2.36,3,4
UDI0376,v2_Ad2.63,4,6
UDI0354,v2_Ad2.92,4,5
UDI0342,v2_Ad2.44,4,6
UDI0384,v2_Ad2.37,5,7
UDI0376,v2_Ad2.35,3,7
UDI0299,v2_Ad2.84,5,6
UDI0301,v2_Ad2.50,4,6
UDI0331,v2_Ad2.85,4,4
UDI0321,v2_Ad2.94,3,5
UDI0352,v2_Ad2.78,4,6
UDI0334,v2_Ad2.40,4,7
UDI0327,v2_Ad2.3,5,6
UDI0373,v2_Ad2.71,4,5
UDI0330,v2_Ad2.10,5,7
UDI0319,v2_Ad2.3,4,7
UDI0336,v2_Ad2.72,3,6
UDI0378,v2_Ad2.96,3,5
UDI0354,v2_Ad2.40,5,8
UDI0327,v2_Ad2.32,5,7
UDI0346,v2_Ad2.14,6,8
UDI0317,v2_Ad2.54,6,7
UDI0378,v2_Ad2.4,3,7
UDI0317,v2_Ad2.7,2,7
UDI0298,v2_Ad2.38,4,5
UDI0344,v2_Ad2.30,4,5
UDI0363,v2_Ad2.48,5,8
UDI0375,v2_Ad2.30,5,5
UDI0347,v2_Ad2.60,5,7
UDI0315,v2_Ad2.52,5,6
UDI0371,v2_Ad2.48,4,7
UDI0307,v2_Ad2.26,3,6
UDI0379,v2_Ad2.53,5,5
UDI0325,v2_Ad2.42,5,7
UDI0381,v2_Ad2.86,4,6
UDI0327,v2_Ad2.4,5,7
UDI0336,v2_Ad2.7,5,7
UDI0379,v2_Ad2.29,5,6
UDI0375,v2_Ad2.70,3,6
UDI0378,v2_Ad2.58,5,5
UDI0374,v2_Ad2.27,2,6
UDI0334,v2_Ad2.66,3,7
UDI0299,v2_Ad2.40,6,6
UDI0328,v2_Ad2.46,5,7
UDI0354,v2_Ad2.67,4,6
UDI0337,v2_Ad2.75,6,7
UDI0289,v2_Ad2.87,5,6
UDI0351,v2_Ad2.44,4,8
UDI0321,v2_Ad2.65,4,7
UDI0327,v2_Ad2.76,3,5
UDI0367,v2_Ad2.12,5,6
UDI0318,v2_Ad2.35,5,7
UDI0329,v2_Ad2.10,4,7
UDI0315,v2_Ad2.16,5,6
UDI0307,v2_Ad2.71,4,6
UDI0353,v2_Ad2.46,3,4
UDI0366,v2_Ad2.24,4,7
UDI0365,v2_Ad2.56,3,7
UDI0369,v2_Ad2.61,5,7
UDI0347,v2_Ad2.69,3,5
UDI0319,v2_Ad2.25,5,7
UDI0371,v2_Ad2.80,4,8
UDI0366,v2_Ad2.44,5,8
UDI0333,v2_Ad2.10,3,6
UDI0308,v2_Ad2.11,5,6
UDI0321,v2_Ad2.26,3,7
UDI0339,v2_Ad2.50,4,5
UDI0372,v2_Ad2.59,5,5
UDI0334,v2_Ad2.38,4,6
UDI0293,v2_Ad2.84,5,6
UDI0375,v2_Ad2.29,4,7
UDI0311,v2_Ad2.86,4,7
UDI0291,v2_Ad2.85,4,6
UDI0371,v2_Ad2.1,4,7
UDI0360,v2_Ad2.51,4,7
UDI0302,v2_Ad2.4,3,5
UDI0371,v2_Ad2.41,5,5
UDI0298,v2_Ad2.74,4,4
UDI0337,v2_Ad2.82,3,7
UDI0375,v2_Ad2.93,5,5
UDI0291,v2_Ad2.69,5,7
UDI0323,v2_Ad2.21,5,8
UDI0339,v2_Ad2.23,4,5
UDI0309,v2_Ad2.12,4,4
UDI0319,v2_Ad2.44,4,5
UDI0321,v2_Ad2.14,5,5
UDI0334,v2_Ad2.6,3,4
UDI0380,v2_Ad2.75,5,8
UDI0313,v2_Ad2.83,4,6
UDI0382,v2_Ad2.74,3,8
UDI0289,v2_Ad2.88,4,6
UDI0315,v2_Ad2.51,6,6
UDI0299,v2_Ad2.63,3,7
UDI0373,v2_Ad2.11,5,7
UDI0302,v2_Ad2.70,5,6
UDI0336,v2_Ad2.31,4,7
UDI0333,v2_Ad2.36,4,8
UDI0323,v2_Ad2.67,3,8
UDI0359,v2_Ad2.40,4,4
UDI0313,v2_Ad2.42,5,7
UDI0329,v2_Ad2.68,3,5
UDI0364,v2_Ad2.44,4,8
UDI0331,v2_Ad2.12,5,6
UDI0305,v2_Ad2.74,4,4
UDI0356,v2_Ad2.45,5,7
UDI0296,v2_Ad2.66,5,5
UDI0357,v2_Ad2.80,3,4
UDI0365,v2_Ad2.32,3,8
UDI0368,v2_Ad2.72,5,8
UDI0373,v2_Ad2.36,4,6
UDI0296,v2_Ad2.12,5,7
UDI0366,v2_Ad2.60,4,7
UDI0311,v2_Ad2.66,5,6
UDI0383,v2_Ad2.16,6,6
UDI0358,v2_Ad2.50,5,7
UDI0314,v2_Ad2.2,4,5
UDI0378,v2_Ad2.77,5,6
UDI0342,v2_Ad2.47,4,6
UDI0352,v2_Ad2.63,2,3
UDI0301,v2_Ad2.17,5,7
UDI0305,v2_Ad2.67,4,6
UDI0333,v2_Ad2.76,4,7
UDI0315,v2_Ad2.12,6,7
UDI0383,v2_Ad2.15,6,7
UDI0327,v2_Ad2.58,5,7
UDI0315,v2_Ad2.57,5,6
UDI0309,v2_Ad2.4,3,7
UDI0296,v2_Ad2.45,3,6
UDI0312,v2_Ad2.76,2,4
UDI0297,v2_Ad2.21,6,7
UDI0291,v2_Ad2.96,4,6
UDI0293,v2_Ad2.10,5,7
UDI0382,v2_Ad2.62,3,5
UDI0355,v2_Ad2.64,4,7
UDI0359,v2_Ad2.77,5,7
UDI0374,v2_Ad2.51,5,5
UDI0364,v2_Ad2.39,4,6
UDI0330,v2_Ad2.87,6,6
UDI0319,v2_Ad2.37,4,5
UDI0318,v2_Ad2.86,5,6
UDI0380,v2_Ad2.54,3,4
UDI0338,v2_Ad2.34,4,7
UDI0370,v2_Ad2.6,3,5
UDI0323,v2_Ad2.71,5,5
UDI0323,v2_Ad2.14,5,7
UDI0353,v2_Ad2.12,4,7
UDI0329,v2_Ad2.6,4,5
UDI0292,v2_Ad2.36,3,5
UDI0312,v2_Ad2.93,6,7
UDI0326,v2_Ad2.26,4,5
UDI0360,v2_Ad2.48,4,5
UDI0355,v2_Ad2.90,4,7
UDI0328,v2_Ad2.73,4,5
UDI0344,v2_Ad2.43,5,6
UDI0328,v2_Ad2.62,4,6
UDI0322,v2_Ad2.67,4,8
UDI0318,v2_Ad2.2,5,6
UDI0328,v2_Ad2.87,5,7
UDI0308,v2_Ad2.73,3,4
UDI0328,v2_Ad2.74,5,6
UDI0311,v2_Ad2.16,5,5
UDI0291,v2_Ad2.35,4,7
UDI0383,v2_Ad2.28,4,5
UDI0367,v2_Ad2.31,4,6
UDI0294,v2_Ad2.24,4,6
UDI0322,v2_Ad2.36,5,6
UDI0365,v2_Ad2.38,6,8
UDI0348,v2_Ad2.32,3,7
UDI0367,v2_Ad2.70,4,4
UDI0351,v2_Ad2.88,5,6
UDI0300,v2_Ad2.26,4,7
UDI0330,v2_Ad2.44,4,7
UDI0354,v2_Ad2.5,4,5
UDI0302,v2_Ad2.59,4,7
UDI0362,v2_Ad2.82,5,6
UDI0296,v2_Ad2.37,4,8
UDI0374,v2_Ad2.57,5,7
UDI0363,v2_Ad2.23,5,6
UDI0365,v2_Ad2.27,4,8
UDI0365,v2_Ad2.6,4,6
UDI0334,v2_Ad2.26,3,5
UDI0316,v2_Ad2.59,4,6
UDI0373,v2_Ad2.8,6,7
UDI0325,v2_Ad2.38,4,7
UDI0328,v2_Ad2.38,4,5
UDI0376,v2_Ad2.52,4,8
UDI0366,v2_Ad2.59,4,5
UDI0383,v2_Ad2.22,5,7
UDI0377,v2_Ad2.40,6,8
UDI0373,v2_Ad2.65,5,5
UDI0362,v2_Ad2.49,3,3
UDI0348,v2_Ad2.58,4,5
UDI0371,v2_Ad2.22,3,5
UDI0340,v2_Ad2.39,4,6
UDI0375,v2_Ad2.79,5,7
UDI0291,v2_Ad2.49,4,6
UDI0343,v2_Ad2.9,4,8
UDI0298,v2_Ad2.47,4,5
UDI0290,v2_Ad2.35,4,5
UDI0380,v2_Ad2.73,6,6
UDI0354,v2_Ad2.80,4,7
UDI0354,v2_Ad2.19,4,6
UDI0346,v2_Ad2.19,4,7
UDI0312,v2_Ad2.40,5,7
UDI0327,v2_Ad2.91,3,5
UDI0336,v2_Ad2.16,6,7
UDI0351,v2_Ad2.19,4,5
UDI0347,v2_Ad2.5,5,7
UDI0369,v2_Ad2.42,5,7
UDI0372,v2_Ad2.9,5,7
UDI0315,v2_Ad2.3,5,5
UDI0306,v2_Ad2.44,5,7
UDI0335,v2_Ad2.13,3,6
UDI0294,v2_Ad2.68,5,6
UDI0305,v2_Ad2.78,6,6
UDI0325,v2_Ad2.91,5,5
UDI0372,v2_Ad2.89,5,5
UDI0357,v2_Ad2.41,5,5
UDI0369,v2_Ad2.80,4,5
UDI0338,v2_Ad2.79,5,8
UDI0381,v2_Ad2.2,4,6
UDI0378,v2_Ad2.69,6,7
UDI0377,v2_Ad2.42,4,6
UDI0363,v2_Ad2.51,5,5
UDI0334,v2_Ad2.44,5,6
UDI0380,v2_Ad2.5,4,5
UDI0357,v2_Ad2.29,4,6
UDI0365,v2_Ad2.73,4,7
UDI0350,v2_Ad2.5,5,7
UDI0291,v2_Ad2.8,5,7
UDI0344,v2_Ad2.64,6,7
UDI0305,v2_Ad2.85,4,5
UDI0290,v2_Ad2.42,4,5
UDI0350,v2_Ad2.44,3,5
UDI0350,v2_Ad2.77,6,7
UDI0376,v2_Ad2.42,4,5
UDI0297,v2_Ad2.54,4,6
UDI0310,v2_Ad2.66,4,6
UDI0352,v2_Ad2.68,4,4
UDI0321,v2_Ad2.59,5,6
UDI0293,v2_Ad2.11,5,7
UDI0289,v2_Ad2.2,4,7
UDI0384,v2_Ad2.78,4,7
UDI0333,v2_Ad2.33,4,5
UDI0333,v2_Ad2.43,5,7
UDI0378,v2_Ad2.2,4,7
UDI0361,v2_Ad2.85,4,5
UDI0348,v2_Ad2.22,4,5
UDI0369,v2_Ad2.10,5,7
UDI0296,v2_Ad2.87,6,6
UDI0375,v2_Ad2.96,6,8
UDI0325,v2_Ad2.8,4,6
UDI0355,v2_Ad2.16,5,7
UDI0375,v2_Ad2.26,5,7
UDI0328,v2_Ad2.63,3,4
UDI0313,v2_Ad2.7,4,7
UDI0368,v2_Ad2.79,5,5
UDI0295,v2_Ad2.39,5,6
UDI0313,v2_Ad2.27,4,6
UDI0316,v2_Ad2.86,4,6
UDI0367,v2_Ad2.65,4,6
UDI0307,v2_Ad2.74,4,6
UDI0367,v2_Ad2.46,4,7
UDI0301,v2_Ad2.37,4,4
UDI0323,v2_Ad2.34,4,6
UDI0340,v2_Ad2.29,5,6
UDI0319,v2_Ad2.30,3,6
UDI0379,v2_Ad2.18,4,7
UDI0296,v2_Ad2.16,4,5
UDI0334,v2_Ad2.82,3,6
UDI0363,v2_Ad2.35,4,6
UDI0348,v2_Ad2.46,4,7
UDI0295,v2_Ad2.3,5,8
UDI0326,v2_Ad2.82,5,7
UDI0325,v2_Ad2.30,5,5
UDI0292,v2_Ad2.85,4,6
UDI0357,v2_Ad2.35,3,4
UDI0293,v2_Ad2.15,5,7
UDI0376,v2_Ad2.59,5,6
UDI0326,v2_Ad2.25,5,6
UDI0360,v2_Ad2.8,6,7
UDI0381,v2_Ad2.38,4,6
UDI0349,v2_Ad2.13,5,8
UDI0378,v2_Ad2.83,4,8
UDI0350,v2_Ad2.31,3,7
UDI0333,v2_Ad2.79,5,6
UDI0291,v2_Ad2.60,3,7
UDI0293,v2_Ad2.49,4,5
UDI0303,v2_Ad2.5,5,7
UDI0323,v2_Ad2.12,4,6
UDI0306,v2_Ad2.92,5,6
UDI0369,v2_Ad2.64,3,5
UDI0298,v2_Ad2.32,2,5
UDI0296,v2_Ad2.11,5,5
UDI0366,v2_Ad2.79,4,7
UDI0351,v2_Ad2.92,4,4
UDI0332,v2_Ad2.70,4,5
UDI0325,v2_Ad2.5,4,6
UDI0349,v2_Ad2.30,4,5
UDI0357,v2_Ad2.50,5,7
UDI0362,v2_Ad2.75,5,6
UDI0351,v2_Ad2.7,4,7
UDI0361,v2_Ad2.2,4,7
UDI0323,v2_Ad2.47,3,7
UDI0299,v2_Ad2.94,4,4
UDI0367,v2_Ad2.69,4,8
UDI0362,v2_Ad2.31,4,7
UDI0316,v2_Ad2.10,4,8
UDI0375,v2_Ad2.44,5,5
